,Priority 1-6 (low - high),Status (messklar/on hold),Messort,Art,Hersteller,WEA-Typ,Projektnumber  (link to PowerBI PM Dashboard),Projectname,DNV PM,Auftragsdatum,Kunde,"Ansprechpartner Kunde (E-Mail, phone)",WEA X von Y,Ser.-Nr.,WP-Nr.:,Hubheight,Rotordiameter,HB,LK,BImschG,Modi Liste,Beschwerdelage ja/nein Bemerkungen,min. Wind speed needed,max. Wind speed needed,bevorz.  WR (falls bekannt),Landowner of  Turbine or Measurment area,Owner of neighbour turbines which have to be shut down,Gridoperator EisMan,sonst. Bemerkungen,Messung 1 Datum/ MA,Messung 2 Datum/ MA,Messung 3 Datum/ MA.1,Stand x = close,Link project folder Acoustics,Breitengrad,Längengrad,L2C/ Salesforce (Link),day,wind_speed,wind_speed_100m,wind_direction,WD,green WS
61,,,WP Neuenkirchen,SEN,Enercon,E115,10308234,SEN WP Neuenkirchen (201557),ULMR,2021-09-01 00:00:00,WES IBS Betriebsführungs- und Verwaltungs GmbH,Jan Heckens,WEA 1 von 1,E1160084,,122.0,116.0,Ja,Ja,Ja,,,6.0,16.0,W,,,,,1/5/2023 nur bis 10 ms,2023-03-23 00:00:00,,Approved,file:///A:\___Projekte\10308234_2021 E115 SEN WP Neuenkirchen WES Ibs (Jan Heckens) ,54.252919,8.956609,201557.0,2023-07-04,6.37,9.55,224.33853868008737,SW,0.5
62,,,Dagebüll,SEN,Vestas,V112,10309140,SEN V235642 Dagebüll (220914),RICFRE,2021-09-09 00:00:00,Vestas Deutschland GmbH,Helge Schnehle,WEA 1 von 1,V235642,WEA 9,112.0,136.0,Unbekannt,Unbekannt,Unbekannt,,,6.0,16.0,W,,,,,2021-09-16 00:00:00,2021-12-08 00:00:00,,Approved,file:///A:\___Projekte\10309140_2021 V112 SEN Dagebüll Vestas D (Helge Schnehle) ,54.72787,8.751881,220914.0,2023-07-04,6.2,9.29,238.15311366517403,SW,0.5
63,,Das ist nicht klar,WP Brest,SEN LZM,Vestas,EVENTUS 150,10312637,SEN WP Brest (221498),ULFKOC,2021-10-01 00:00:00,Vestas Deutschland GmbH,Helge Schnehle,WEA 1 von 1,,,,,Unbekannt,Unbekannt,Unbekannt,,,6.0,16.0,W,,,,,,,,Approved,file:///A:\___Projekte\10312637_2021 EVENTUS 150 SEN LZM WP Brest Vestas D (Helge Schnehle) ,53.437969,9.391169,221498.0,2023-07-04,4.52,6.79,237.71153573651668,SW,0.0
65,,,WP Achim Bollen,SEN,Vestas,V150,10324767,SEN 3x V150 WP Achim (222575),JOPRZ,2021-11-19 00:00:00,wpd windmanager technik GmbH,Margot Petersen-Jaenicke,WEA 1 von 3,237457,WEA 1,166.0,150.0,Unbekannt,Ja,Unbekannt,,,6.0,16.0,W,,,,,,,,Approved,file:///A:\___Projekte\10324767_2021 V150 SEN WP Achim Bollen wpd (Margot Petersen_Jaenicke) ,53.0238,8.94868,222575.0,2023-07-04,5.23,7.85,227.10101185195043,SW,0.0
66,,,WP Achim Bollen,SEN,Vestas,V150,10324767,SEN 3x V150 WP Achim (222575),JOPRZ,2021-11-19 00:00:00,wpd windmanager technik GmbH,Margot Petersen-Jaenicke,WEA 2 von 3,237458,WEA 2,166.0,150.0,Ja,Ja,Unbekannt,,,6.0,16.0,W,,,,,11/15-16/2022,,,Approved,file:///A:\___Projekte\10324767_2021 V150 SEN WP Achim Bollen wpd (Margot Petersen_Jaenicke) ,53.0216,8.94175,222575.0,2023-07-04,5.23,7.85,227.10101185195043,SW,0.0
67,,,WP Achim Bollen,SEN,Vestas,V150,10324767,SEN 3x V150 WP Achim (222575),JOPRZ,2021-11-19 00:00:00,wpd windmanager technik GmbH,Margot Petersen-Jaenicke,WEA 3 von 3,237459,WEA 3,166.0,150.0,Unbekannt,Ja,Unbekannt,,,6.0,16.0,W,,,,,,,,Approved,file:///A:\___Projekte\10324767_2021 V150 SEN WP Achim Bollen wpd (Margot Petersen_Jaenicke) ,53.0184,8.94721,222575.0,2023-07-04,5.23,7.85,227.10101185195043,SW,0.0
68,,,WP Holstentor,SEN,Nordex,N149,10326380,SEN WP Holstentor (221970),ULFKOC,2021-12-02 00:00:00,Pavana GmbH,Lars Levermann,WEA 1 von 3,89347,WEA 01 ,125.4,149.1,Ja,Ja,Ja,,,5.0,15.0,W,,,,,2022-11-07 00:00:00,,,Approved,file:///A:\___Projekte\10326380_2021 N149 SEN WP Holstentor Pavana GmbH (Lars Levermann) ,54.149017,9.442548,221970.0,2023-07-04,5.0,7.49,227.76231319231766,SW,0.0
69,,,WP Holstentor,SEN,Nordex,N149,10326380,SEN WP Holstentor (221970),ULFKOC,2021-12-02 00:00:00,Pavana GmbH,Lars Levermann,WEA 2 von 3,89346,WEA 02 ,125.4,149.1,Ja,Ja,Ja,,,5.0,15.0,W,,,,,2022-02-14 00:00:00,2022-11-07 00:00:00,,Approved,file:///A:\___Projekte\10326380_2021 N149 SEN WP Holstentor Pavana GmbH (Lars Levermann) ,54.146072,9.439194,221970.0,2023-07-04,5.0,7.49,227.76231319231766,SW,0.0
70,,,WP Holstentor,SEN,Nordex,N149,10326380,SEN WP Holstentor (221970),ULFKOC,2021-12-02 00:00:00,Pavana GmbH,Lars Levermann,WEA 3 von 3,89345,WEA 03,125.4,149.1,Ja,Ja,Ja,,,5.0,15.0,W,,,,,2022-02-14 00:00:00,,,Approved,file:///A:\___Projekte\10326380_2021 N149 SEN WP Holstentor Pavana GmbH (Lars Levermann) ,54.143737,9.433597,221970.0,2023-07-04,5.0,7.49,227.76231319231766,SW,0.0
71,,,WP Veer Dörper,SEN,Enercon,E70,10327765,SEN Veer Dörper E70 (223725),ULMR,2021-12-13 00:00:00,Bürgerwindpark Veer Dörper GmbH & Co. KG,Mike Wolf,WEA 1 von 2,784328,WEA07,64.0,71.0,Unbekannt,Unbekannt,Ja,,,5.0,15.0,W,,,,,2022-02-15 00:00:00,,,Approved,file:///A:\___Projekte\10327765_2021 E70 SEN WP Veer Dörper WEB Andresen (Mike Wolf) ,54.655621,9.166116,223725.0,2023-07-04,5.79,8.68,237.66162785476402,SW,0.5
72,,,WP Veer Dörper,SEN,Enercon,E70,10327765,SEN Veer Dörper E70 (223725),ULMR,2021-12-13 00:00:00,Bürgerwindpark Veer Dörper GmbH & Co. KG,Mike Wolf,WEA 2 von 2,784329,WEA09,64.0,71.0,Unbekannt,Unbekannt,Ja,,,5.0,15.0,W,,,,,2022-02-15 00:00:00,,,Approved,file:///A:\___Projekte\10327765_2021 E70 SEN WP Veer Dörper WEB Andresen (Mike Wolf) ,54.655103,9.169989,223725.0,2023-07-04,5.79,8.68,237.66162785476402,SW,0.5
73,,,WP Biegen,SEN,Enercon,E138,10327784,SEN WP Biegen (222843),JOPRZ,2021-12-08 00:00:00,Windmüllerei Biegen Infrastruktur GmbH & Co. KG,Falk Leibner,WEA 1 von 3,1380611,WEA1,160.0,138.0,Ja,Ja,Unbekannt,,,5.0,15.0,E,,,,,2023-02-17 00:00:00,,,Approved,file:///A:\___Projekte\10327784_2021 E138 SEN WP Biegen Windmüllerei  (Falk Leibner) ,52.298333,14.377883,222843.0,2023-07-04,4.29,6.43,222.7328299765572,SW,0.0
74,,,WP Biegen,SEN,Enercon,E138,10327784,SEN WP Biegen (222843),JOPRZ,2021-12-08 00:00:00,Windmüllerei Biegen Infrastruktur GmbH & Co. KG,Falk Leibner,WEA 2 von 3,1380608,WEA4,160.0,138.0,Ja,Ja,Unbekannt,,,5.0,15.0,E,,,,,2023-02-17 00:00:00,,,Approved,file:///A:\___Projekte\10327784_2021 E138 SEN WP Biegen Windmüllerei  (Falk Leibner) ,52.295628,14.380911,222843.0,2023-07-04,4.29,6.43,222.7328299765572,SW,0.0
75,,,WP Biegen,SEN,Enercon,E138,10327784,SEN WP Biegen (222843),JOPRZ,2021-12-08 00:00:00,Windmüllerei Biegen Infrastruktur GmbH & Co. KG,Falk Leibner,WEA 3 von 3,1380591,WEA7,160.0,138.0,Ja,Ja,Ja,,,5.0,15.0,E,,,,,2023-01-13 00:00:00,,,Approved,file:///A:\___Projekte\10327784_2021 E138 SEN WP Biegen Windmüllerei  (Falk Leibner) ,52.295297,14.386622,222843.0,2023-07-04,4.29,6.43,222.7328299765572,SW,0.0
76,,,WP Adensen,SEN,Vestas,V126,10327884,SEN WP Adensen (222220),JOPRZ,2021-12-13 00:00:00,Pavana GmbH,Tobias Leopold,WEA 1 von 2,V244054,WEA1,137.0,126.0,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,,file:///A:\___Projekte\10327884_2021 V126 SEN WP Adensen Pavana GmbH (Tobias Leopold) ,52.189182,9.728464,222220.0,2023-07-04,5.1,7.66,237.0341143648621,SW,0.5
77,,,WP Adensen,SEN,Vestas,V126,10327884,SEN WP Adensen (222220),JOPRZ,2021-12-13 00:00:00,Pavana GmbH,Tobias Leopold,WEA 2 von 2,V244055,WEA2,137.0,126.0,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,,file:///A:\___Projekte\10327884_2021 V126 SEN WP Adensen Pavana GmbH (Tobias Leopold) ,52.186123,9.741725,222220.0,2023-07-04,5.1,7.66,237.0341143648621,SW,0.5
78,,,WP Bollingstedt,SEN,Vestas,V150,10328127,SEN WP Bollingstedt (224865),RICFRE,2021-12-14 00:00:00,Vestas Wind Systems A/S,NCN,WEA 1 von 3,V237986,NW01,125.0,150.0,Unbekannt,Ja,Ja,,,5.0,15.0,E,,,,,2021-12-18 00:00:00,2022-01-05 00:00:00,2/23/2022 & 3/11/2022 & 4/5/2022 & 7/7/2022 & 7/14/2022 &11/18/2022,Approved,file:///A:\___Projekte\10328127_2021 V150 SEN WP Bollingstedt Vestas DK (NCN) ,54.61938,9.41527,224865.0,2023-07-04,8.25,12.38,237.2386207169304,SW,0.5
79,,,WP Bollingstedt,SEN,Vestas,V150,10328127,SEN WP Bollingstedt (224865),RICFRE,2021-12-14 00:00:00,Vestas Wind Systems A/S,NCN,WEA 2 von 3,V237987,C01,125.0,150.0,Unbekannt,Ja,Ja,,,5.0,15.0,E,,,,,2022-01-17 00:00:00,2022-02-05 00:00:00,2/8/2022 & 2/9/2022 & 3/17/2022 & 9/13/2022 & 3/7/2023,Approved,file:///A:\___Projekte\10328127_2021 V150 SEN WP Bollingstedt Vestas DK (NCN) ,54.612765,9.419857,224865.0,2023-07-04,8.25,12.38,237.2386207169304,SW,0.5
80,,,WP Bollingstedt,SEN,Vestas,V150,10328127,SEN WP Bollingstedt (224865),RICFRE,2021-12-14 00:00:00,Vestas Wind Systems A/S,NCN,WEA 3 von 3,V237988,C04,125.0,150.0,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,2022-01-20 00:00:00,2022-05-12 00:00:00,9/3/2022 & 10/19-20/2022 & 1/10/2023 & &2/21/2023 & 3/16/2023,Approved,file:///A:\___Projekte\10328127_2021 V150 SEN WP Bollingstedt Vestas DK (NCN) ,54.613067,9.426803,224865.0,2023-07-04,8.25,12.38,237.2386207169304,SW,0.5
81,,,WP Hermannsort,SEN,Enercon,E138,10328264,SEN E138 Hermannsort (224392),RICFRE,2021-12-16 00:00:00,Hermannsort Wind UG (haftungsbeschränkt) & Co. KG,Jann Carstens,WEA 1 von 4,1380723,WEA 3,110.8,,Ja,Ja,Ja,,,5.0,15.0,E,,,,,2022-02-21 00:00:00,,,Approved,file:///A:\___Projekte\10328264_2021 E138 SEN WP Hermannsort nttb (Jann Carstens) ,54.53684,9.44137,224392.0,2023-07-04,4.7,7.05,232.7434451882615,SW,0.0
82,,,WP Hermannsort,SEN,Enercon,E138,10328264,SEN E138 Hermannsort (224392),RICFRE,2021-12-16 00:00:00,Hermannsort Wind UG (haftungsbeschränkt) & Co. KG,Jann Carstens,WEA 2 von 4,1380725,WEA 4,110.8,138.0,Unbekannt,Unbekannt,Ja,,,5.0,15.0,E,,,,,2022-07-13 00:00:00,2023-04-25 00:00:00,,Approved,file:///A:\___Projekte\10328264_2021 E138 SEN WP Hermannsort nttb (Jann Carstens) ,54.535124,9.446034,224392.0,2023-07-04,4.7,7.05,232.7434451882615,SW,0.0
83,,,WP Hermannsort,SEN,Enercon,E138,10328264,SEN E138 Hermannsort (224392),RICFRE,2021-12-16 00:00:00,Hermannsort Wind UG (haftungsbeschränkt) & Co. KG,Jann Carstens,WEA 3 von 4,1380724,WEA 5,80.8,138.0,Unbekannt,Unbekannt,Ja,,,5.0,15.0,E,,,,,2022-07-13 00:00:00,2023-04-25 00:00:00,,Approved,file:///A:\___Projekte\10328264_2021 E138 SEN WP Hermannsort nttb (Jann Carstens) ,54.533097,9.44986,224392.0,2023-07-04,4.7,7.05,232.7434451882615,SW,0.0
84,,,WP Hermannsort,SEN,Enercon,E138,10328264,SEN E138 Hermannsort (224392),RICFRE,2021-12-16 00:00:00,Hermannsort Wind UG (haftungsbeschränkt) & Co. KG,Jann Carstens,WEA 4 von 4,1380722,WEA 6,80.8,138.0,Ja,Ja,Ja,,,5.0,15.0,E,,,,,2022-05-21 00:00:00,,,Approved,file:///A:\___Projekte\10328264_2021 E138 SEN WP Hermannsort nttb (Jann Carstens) ,54.532792,9.442393,224392.0,2023-07-04,4.7,7.05,232.7434451882615,SW,0.0
85,,,Obere Arlau II,SEN,Vestas,V150,10330675,SEN Obere Arlau II (224904),ULMR,2022-01-04 00:00:00,Bürgerwindpark Obere Arlau II Planungs-GmbH & Co. KG,Florian Steinmetz,WEA 1 von 1,,WEA 1,125.0,150.0,Unbekannt,Unbekannt,Ja,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10330675_2022 V150 SEN Obere Arlau II Cimbergy (Florian Steinmetz) ,54.609277,9.157969,224904.0,2023-07-04,4.76,7.14,233.50185319731307,SW,0.0
89,,,Wehrhain,SEN,Vestas,V90,10332386,SEN 2xV90 Wehrhain (221997),RICFRE,2022-01-06 00:00:00,Pavana GmbH,Lars Levermann,WEA 1 von 2,31304,WP-Wehrhain (1),105.0,90.0,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10332386_2022 V90 SEN Wehrhain Pavana GmbH (Lars Levermann) ,51.73372,13.406968,221997.0,2023-07-04,4.24,6.36,219.8666035053049,SW,0.0
90,,,Wehrhain,SEN,Vestas,V90,10332386,SEN 2xV90 Wehrhain (221997),RICFRE,2022-01-06 00:00:00,Pavana GmbH,Lars Levermann,WEA 2 von 2,31302,WP-Wehrhain (8),105.0,90.0,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10332386_2022 V90 SEN Wehrhain Pavana GmbH (Lars Levermann) ,51.731381,13.403202,221997.0,2023-07-04,4.24,6.36,219.8666035053049,SW,0.0
95,,,Kattrepel II,SEN,ENERCON,E-115 EP3 E3,10338496,SEN Kattrepel II (221253),RICFRE,2022-02-03 00:00:00,Denker & Wulf AG,Steffen Lehnert,WEA 1 von 4,,WEA 09,149.0,115.71,Unbekannt,Unbekannt,Ja,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10338496_2022  SEN Kattrepel II DenkerundWulf (Steffen Lehnert) ,53.923786,9.063454,221253.0,2023-07-04,4.91,7.37,227.3355413378091,SW,0.0
96,,,Kattrepel II,SEN,ENERCON,E-115 EP3 E3,10338496,SEN Kattrepel II (221253),RICFRE,2022-02-03 00:00:00,Denker & Wulf AG,Steffen Lehnert,WEA 2 von 4,,WEA 10,149.0,115.71,Unbekannt,Unbekannt,Ja,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10338496_2022  SEN Kattrepel II DenkerundWulf (Steffen Lehnert) ,53.92177,9.069588,221253.0,2023-07-04,4.91,7.37,227.3355413378091,SW,0.0
97,,,Kattrepel II,SEN,ENERCON,E-115 EP3 E3,10338496,SEN Kattrepel II (221253),RICFRE,2022-02-03 00:00:00,Denker & Wulf AG,Steffen Lehnert,WEA 3 von 4,,WEA 11,149.0,115.71,Unbekannt,Unbekannt,Ja,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10338496_2022  SEN Kattrepel II DenkerundWulf (Steffen Lehnert) ,53.921188,9.064943,221253.0,2023-07-04,4.91,7.37,227.3355413378091,SW,0.0
98,,,Kattrepel II,SEN,ENERCON,E-115 EP3 E3,10338496,SEN Kattrepel II (221253),RICFRE,2022-02-03 00:00:00,Denker & Wulf AG,Steffen Lehnert,WEA 4 von 4,1160028,WEA 12,135.01,115.71,Unbekannt,Unbekannt,Ja,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10338496_2022  SEN Kattrepel II DenkerundWulf (Steffen Lehnert) ,53.918619,9.061833,221253.0,2023-07-04,4.91,7.37,227.3355413378091,SW,0.0
99,,,Schneebergerhof,SEN,Vestas,V126,10339561,SEN AP Schneeberger Hof (228353),JOPRZ,2022-02-15 00:00:00,Vestas Deutschland GmbH,Jannika Binder,WEA 1 von 1,V227281,WEA 03,149.0,126.0,Unbekannt,Ja,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10339561_2022 V126 SEN Schneebergerhof Vestas D (Jannika Binder) ,49.672422,7.915265,228353.0,2023-07-04,4.22,6.34,238.33486997691392,SW,0.0
100,,,Dagebüll,SEN,Vestas,V136,10340001,SEM V136 Dagebüll (228467),ULMR,2022-02-17 00:00:00,Greendyke Energy Dagebüll GmbH & Co. KG,Stefan Petschull,WEA 1 von 6,V235639,WEA 06,112.0,136.0,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,2023-03-17 00:00:00,,,Approved,file:///A:\___Projekte\10340001_2022 V136 SEN Dagebüll GeBePro (Stefan Petschull) ,54.733178,8.755157,228467.0,2023-07-04,6.2,9.29,238.15311366517403,SW,0.5
101,,,Dagebüll,SEN,Vestas,V136,10340001,SEM V136 Dagebüll (228467),ULMR,2022-02-17 00:00:00,Greendyke Energy Dagebüll GmbH & Co. KG,Stefan Petschull,WEA 2 von 6,V235640,WEA 07,112.0,136.0,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,2023-02-02 00:00:00,,,Approved,file:///A:\___Projekte\10340001_2022 V136 SEN Dagebüll GeBePro (Stefan Petschull) ,54.73003,8.758064,228467.0,2023-07-04,6.2,9.29,238.15311366517403,SW,0.5
102,,,Dagebüll,SEN,Vestas,V136,10340001,SEM V136 Dagebüll (228467),ULMR,2022-02-17 00:00:00,Greendyke Energy Dagebüll GmbH & Co. KG,Stefan Petschull,WEA 3 von 6,V235641,WEA 08,112.0,136.0,Unbekannt,Unbekannt,Ja,,,5.0,15.0,E,,,,,2023-02-02 00:00:00,,,Approved,file:///A:\___Projekte\10340001_2022 V136 SEN Dagebüll GeBePro (Stefan Petschull) ,54.72719,8.757662,228467.0,2023-07-04,6.2,9.29,238.15311366517403,SW,0.5
103,,,Dagebüll,SEN,Vestas,V136,10340001,SEM V136 Dagebüll (228467),ULMR,2022-02-17 00:00:00,Greendyke Energy Dagebüll GmbH & Co. KG,Stefan Petschull,WEA 4 von 6,V235643,WEA 10,112.0,136.0,Unbekannt,Unbekannt,Ja,,,5.0,15.0,E,,,,,2023-03-17 00:00:00,,,Approved,file:///A:\___Projekte\10340001_2022 V136 SEN Dagebüll GeBePro (Stefan Petschull) ,54.731204,8.751644,228467.0,2023-07-04,6.2,9.29,238.15311366517403,SW,0.5
104,,,Dagebüll,SEN,Vestas,V136,10340001,SEM V136 Dagebüll (228467),ULMR,2022-02-17 00:00:00,Greendyke Energy Dagebüll GmbH & Co. KG,Stefan Petschull,WEA 5 von 6,V240906,WEA 11,82.0,136.0,Unbekannt,Ja,Ja,,,5.0,15.0,E,,,,,2022-11-18 00:00:00,2023-01-29 00:00:00,,Approved,file:///A:\___Projekte\10340001_2022 V136 SEN Dagebüll GeBePro (Stefan Petschull) ,54.734581,8.750893,228467.0,2023-07-04,6.2,9.29,238.15311366517403,SW,0.5
105,,,Dagebüll,SEN,Vestas,V136,10340001,SEM V136 Dagebüll (228467),ULMR,2022-02-17 00:00:00,Greendyke Energy Dagebüll GmbH & Co. KG,Stefan Petschull,WEA 6 von 6,V240907,WEA 12,82.0,136.0,Ja,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,2022-11-17 00:00:00,,,Approved,file:///A:\___Projekte\10340001_2022 V136 SEN Dagebüll GeBePro (Stefan Petschull) ,54.728063,8.745281,228467.0,2023-07-04,6.2,9.29,238.15311366517403,SW,0.5
106,,,Altengamme,SEN,Senvion,MM100,10340574,SEN MM100 Altengamme (228753),FELPLA,2022-02-01 00:00:00,NET Ochsenwerder GmbH,Jens Heidorn,WEA 1 von 2,100340,WEA1,100.0,100.0,Nein,Nein,Ja,,,5.0,15.0,E,,,,,2022-03-11 00:00:00,2023-01-29 00:00:00,,Approved,file:///A:\___Projekte\10340574_2022 MM100 SEN Altengamme NET Wind (Jens Heidorn) ,53.454909,10.258645,228753.0,2023-07-04,3.75,5.63,228.82226570554562,SW,0.0
107,,,Altengamme,SEN,Senvion,MM100,10340574,SEN MM100 Altengamme (228753),FELPLA,2022-02-01 00:00:00,NET Ochsenwerder GmbH,Jens Heidorn,WEA 2 von 2,100342,WEA3,100.0,100.0,Nein,Nein,Ja,,,5.0,15.0,E,,,,,2022-03-11 00:00:00,2023-01-29 00:00:00,,Approved,file:///A:\___Projekte\10340574_2022 MM100 SEN Altengamme NET Wind (Jens Heidorn) ,53.452396,10.26464,228753.0,2023-07-04,3.75,5.63,228.82226570554562,SW,0.0
108,,,WP Kuhla,SEN,Vestas,V136,10341069,SEN WP Kuhla (224787),PHISCH,2022-02-25 00:00:00,wpd windmanager technik GmbH,Margot Petersen-Jaenicke,WEA 1 von 4,,WEA1,149.0,136.0,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10341069_2022 V136 SEN WP Kuhla wpd (Margot Petersen_Jaenicke) ,53.603661,9.269334,224787.0,2023-07-04,4.78,7.18,237.4950613555303,SW,0.0
109,,,WP Kuhla,SEN,Vestas,V136,10341069,SEN WP Kuhla (224787),PHISCH,2022-02-25 00:00:00,wpd windmanager technik GmbH,Margot Petersen-Jaenicke,WEA 2 von 4,241127,WEA2,149.0,136.0,Ja,Ja,Ja,,,5.0,15.0,E,,,,,2023-02-03 00:00:00,,,Approved,file:///A:\___Projekte\10341069_2022 V136 SEN WP Kuhla wpd (Margot Petersen_Jaenicke) ,53.600964,9.27379,224787.0,2023-07-04,4.78,7.18,237.4950613555303,SW,0.0
110,,,WP Kuhla,SEN,Vestas,V136,10341069,SEN WP Kuhla (224787),PHISCH,2022-02-25 00:00:00,wpd windmanager technik GmbH,Margot Petersen-Jaenicke,WEA 3 von 4,,WEA3,149.0,136.0,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10341069_2022 V136 SEN WP Kuhla wpd (Margot Petersen_Jaenicke) ,53.604284,9.2762,224787.0,2023-07-04,4.78,7.18,237.4950613555303,SW,0.0
111,,,WP Kuhla,SEN,Vestas,V136,10341069,SEN WP Kuhla (224787),PHISCH,2022-02-25 00:00:00,wpd windmanager technik GmbH,Margot Petersen-Jaenicke,WEA 4 von 4,,WEA4,149.0,136.0,Unbekannt,Unbekannt,Unbekannt,,,5.0,15.0,E,,,,,,,,Approved,file:///A:\___Projekte\10341069_2022 V136 SEN WP Kuhla wpd (Margot Petersen_Jaenicke) ,53.603837,9.282801,224787.0,2023-07-04,4.78,7.18,237.4950613555303,SW,0.0
112,,,Auras Süd,SET,Vestas,V162,10341214,SET Auras SüD Vestas (228960),ANNJO,2022-02-28 00:00:00,Vestas Wind Systems A/S,NCN,WEA 1 von 3,242326,WEA Auras 02,169.0,162.0,Unbekannt,Ja,Unbekannt,,,5.0,15.0,E,,,Elektroenergieversorgung cottbus gmbh,,2022-05-11 00:00:00,,,Approved,file:///A:\___Projekte\10341214_2022 V150 SET Auras Süd Vestas DK (NCN) ,51.651009,14.294838,228960.0,2023-07-04,4.24,6.36,219.14349081544606,SW,0.0
